region,hemisphere,F_mean,p_value,p_value_std,sample_size,fraction_significant,count_significant,NPVR,num,anat,n,timepoint,NPVR_CI_low,NPVR_CI_high,std_p,std_p_low,std_p_high,proba_significant,group,metric,test,analysis,study,significant,r_mean
MaskVol,,9.65606499513839,0.0021781778703860656,0.0001835140908304687,198.0,1.0,26,0.0157485488438405,2388.8593065283158,151687.58278719976,198,baseline,0.0153195355313146,0.0161897902843098,0.0001835140908304687,0.00010691386940494831,0.00011298731091501087,1.0,sampled,subcortical volume,F,Group differences,cross-sectional,True,
MaskVol-to-eTIV,,0.7211310103806022,0.39775772799939413,0.023154581420959795,198.0,0.0,0,0.0352825291722001,0.0015248774972922,0.0432190529723624,198,baseline,0.0343213819030423,0.036271071935709,0.023154581420959795,0.019048461632097804,0.020130544978469212,7.348999465575351e-109,sampled,subcortical volume,F,Group differences,cross-sectional,False,
Optic-Chiasm,,1.896604739914705,0.24790619323510696,0.15739823948794235,198.0,0.038461538461538464,1,0.4153342142447734,14.393034383768375,34.654102383402424,198,baseline,0.4040199078394464,0.4269710113101265,0.15739823948794235,0.1246929362959459,0.1317763508194907,0.06921173750319552,sampled,subcortical volume,F,Group differences,cross-sectional,False,
Right-Accumbens-area,,10.588253245591448,0.0019220609387627092,0.001666560619131574,198.0,1.0,26,0.2333571902736778,21.98030570066392,94.19167960878232,198,baseline,0.2270002019445473,0.2398953712706216,0.001666560619131574,0.0010145292765958614,0.001072161502011939,0.9999999999999983,sampled,subcortical volume,F,Group differences,cross-sectional,True,
Right-Amygdala,,9.125989349582397,0.003842698372505786,0.003027608355627247,198.0,1.0,26,0.200753778503017,45.85842167264524,228.4311758144869,198,baseline,0.1952849543991793,0.2063784800094661,0.003027608355627247,0.001757537657972375,0.0018573778585641001,0.9999999959494688,sampled,subcortical volume,F,Group differences,cross-sectional,True,
Right-Caudate,,1.2876749617045558,0.26726301154454074,0.07434118440358956,198.0,0.0,0,0.1434684675759418,63.97455352951436,445.9136882859004,198,baseline,0.1395601784295526,0.1474881543371065,0.07434118440358956,0.05834932556976369,0.06166396770152775,1.871687282289117e-05,sampled,subcortical volume,F,Group differences,cross-sectional,False,
Right-Cerebellum-Cortex,,15.525861455017589,0.00011754456820235652,3.267007711714452e-05,198.0,1.0,26,0.0632313654990188,384.8691564613361,6086.681086577329,198,baseline,0.0615088513907505,0.0650029762723215,3.267007711714452e-05,2.6803575698840752e-05,2.8326202745953435e-05,1.0,sampled,subcortical volume,F,Group differences,cross-sectional,True,
Right-Cerebellum-White-Matter,,13.626655492145535,0.0003863715077149193,0.0003246721604038937,198.0,1.0,26,0.221226277867761,446.759085702671,2019.4666294106485,198,baseline,0.215199753187493,0.2274245760401176,0.0003246721604038937,0.0002281225658412357,0.00024108149313919404,1.0,sampled,subcortical volume,F,Group differences,cross-sectional,True,
Right-Hippocampus,,12.169144261313816,0.000685688262124719,0.0003927647208320856,198.0,1.0,26,0.1252826203758287,55.87681508274933,446.006117329981,198,baseline,0.1218697400842979,0.1287927776880071,0.0003927647208320856,0.0002569584552855425,0.0002715554589987066,1.0,sampled,subcortical volume,F,Group differences,cross-sectional,True,
Right-Inf-Lat-Vent,,3.2416956436796056,0.07614125954774806,0.020674920373215278,198.0,0.11538461538461539,3,0.0956035298708829,30.151697402548603,315.38267931393216,198,baseline,0.0929991510518711,0.0982821410656332,0.020674920373215278,0.014727170403364976,0.015563774751812783,0.08992763684050262,sampled,subcortical volume,F,Group differences,cross-sectional,False,
Right-Lateral-Ventricle,,1.6770085838064712,0.19691580732065653,0.004345230753346534,198.0,0.0,0,0.0116987617184588,88.17159316282225,7536.831271954305,198,baseline,0.011380070481123,0.0120265365835302,0.004345230753346534,0.003918149017431272,0.004140726771070935,0.0,sampled,subcortical volume,F,Group differences,cross-sectional,False,
Right-Pallidum,,18.42008880896465,4.8984376877487637e-05,6.188323741025868e-05,198.0,1.0,26,0.2169901555772219,52.62570708312095,242.52578161036732,198,baseline,0.2110790290123071,0.2230697664521001,6.188323741025868e-05,2.4094333910806428e-05,2.5463057431390444e-05,1.0,sampled,subcortical volume,F,Group differences,cross-sectional,True,
Right-Putamen,,2.9468191979975655,0.09792767339711446,0.04565133606913729,198.0,0.11538461538461539,3,0.1687009195816769,92.81020202751692,550.1463907704584,198,baseline,0.1641052618449833,0.1734275669383848,0.04565133606913729,0.030069596983729702,0.031777756453855326,0.13472807337199869,sampled,subcortical volume,F,Group differences,cross-sectional,False,
Right-Thalamus,,8.448453776380251,0.004889018748986714,0.003086839020248986,198.0,1.0,26,0.1501798666558923,128.73277899781544,857.1906598690841,198,baseline,0.1460887492642138,0.1543875927994131,0.003086839020248986,0.001821533990738863,0.0019250096222253733,0.9999999994960748,sampled,subcortical volume,F,Group differences,cross-sectional,True,
Right-VentralDC,,13.661815899071858,0.000349128626779702,0.0001954912860640533,198.0,1.0,26,0.1485238024848013,66.63265858170368,448.6328619853528,198,baseline,0.1444777986831329,0.1526851291697049,0.0001954912860640533,0.00015064292698158628,0.00015920047906551593,1.0,sampled,subcortical volume,F,Group differences,cross-sectional,True,
Right-choroid-plexus,,0.14779398530512577,0.7398057135697491,0.13773029939924092,198.0,0.0,0,0.1987759464784223,45.6106530141377,229.45760703038007,198,baseline,0.1933610013876229,0.2043452332631601,0.13773029939924092,0.14305975885547026,0.15118653494811574,2.10393503415267e-08,sampled,subcortical volume,F,Group differences,cross-sectional,False,
Right-vessel,,0.36755786232114923,0.5788335858834798,0.14413345759076332,198.0,0.0,0,0.2412284337032781,9.78247996262268,40.55276491433664,198,baseline,0.2346570212865117,0.2479871504983834,0.14413345759076332,0.1554827995942907,0.16431528965767064,1.0663377770728023e-06,sampled,subcortical volume,F,Group differences,cross-sectional,False,
SubCortGrayVol,,12.520555018416074,0.0005199615331652832,0.00012606425532401142,198.0,1.0,26,0.0656428721492246,349.7809343958331,5328.544028370408,198,baseline,0.0638546651021058,0.067482048301318,0.00012606425532401142,0.00011401641866521158,0.00012049333371658961,1.0,sampled,subcortical volume,F,Group differences,cross-sectional,True,
SupraTentorialVol,,8.513336887795322,0.0039612315256304965,0.00039426029469393024,198.0,1.0,26,0.0258710626740845,2662.8859605577395,102929.12951060162,198,baseline,0.0251662974029202,0.0265959158065209,0.00039426029469393024,0.00030413128882183924,0.000321408033217304,1.0,sampled,subcortical volume,F,Group differences,cross-sectional,True,
SupraTentorialVolNotVent,,11.148911098438939,0.001014900105642464,0.00011781236376878841,198.0,1.0,26,0.0271662234205039,2661.2648954716,97962.26933269584,198,baseline,0.0264261760920794,0.0279273642515122,0.00011781236376878841,9.042312003470403e-05,9.555977380792072e-05,1.0,sampled,subcortical volume,F,Group differences,cross-sectional,True,
SurfaceHoles,,1.1452521033432808,0.3233950266811393,0.1643087855694931,198.0,0.0,0,0.3396417826253236,7.470379737775947,21.994878486481475,198,baseline,0.3303894478431723,0.3491578358753849,0.1643087855694931,0.14831791804069752,0.1567433936607272,0.016283978843088,sampled,subcortical volume,F,Group differences,cross-sectional,False,
TotalGrayVol,,12.24709190189149,0.0005819149261489479,6.783817525745662e-05,198.0,1.0,26,0.023753862810053,1360.445466760949,57272.59930899257,198,baseline,0.0231067731340153,0.0244193964250514,6.783817525745662e-05,4.6955092357635144e-05,4.962246384667494e-05,1.0,sampled,subcortical volume,F,Group differences,cross-sectional,True,
WM-hypointensities,,4.838513527341501,0.030524587071755174,0.00988797522048945,198.0,0.9230769230769231,24,0.0967288702051201,178.07119606970963,1840.9312100110085,198,baseline,0.0940938354831869,0.0994390110852415,0.00988797522048945,0.006786918003081905,0.007172461522877107,0.9613741002134433,sampled,subcortical volume,F,Group differences,cross-sectional,True,
lhCerebralWhiteMatterVol,,9.682505829959448,0.002179105511011874,0.0004042203390853425,198.0,1.0,26,0.0434565593577755,1183.8891620972438,27243.04868110581,198,baseline,0.0422727396505809,0.0446741213718379,0.0004042203390853425,0.0002913043533066681,0.0003078524397362547,1.0,sampled,subcortical volume,F,Group differences,cross-sectional,True,
lhCortexVol,,7.533573289592965,0.006717180603546454,0.0011213294318481234,198.0,1.0,26,0.0395230092601421,886.1378737108154,22420.809809248523,198,baseline,0.0384463451629091,0.0406303614175093,0.0011213294318481234,0.0007457569683310059,0.0007881210821086557,1.0,sampled,subcortical volume,F,Group differences,cross-sectional,True,
lhSurfaceHoles,,1.51096065821935,0.30887504356327294,0.22688471393295082,198.0,0.038461538461538464,1,0.4582881784885029,5.552543394764074,12.11583378187306,198,baseline,0.4458037437958622,0.4711284559027254,0.22688471393295082,0.16673595290501345,0.17620769930451544,0.11302291865924738,sampled,subcortical volume,F,Group differences,cross-sectional,False,
non-WM-hypointensities,,1.1092811361739852,0.4673780562237759,0.294152555515265,198.0,0.07692307692307693,2,0.8894595964481599,0.6506782069365232,0.7315432983519972,198,baseline,0.8652294269503922,0.9143803962924948,0.294152555515265,0.3954619815819149,0.41792693610988235,0.07219995425918992,sampled,subcortical volume,F,Group differences,cross-sectional,False,
rhCerebralWhiteMatterVol,,9.926545447295236,0.0019295371768779852,0.00040246669478762037,198.0,1.0,26,0.0459186558961444,1251.5387653109856,27255.56183834357,198,baseline,0.0446677651081691,0.0472052007119835,0.00040246669478762037,0.0002738631019183956,0.00028942040557341326,1.0,sampled,subcortical volume,F,Group differences,cross-sectional,True,
rhCortexVol,,7.6845723929368726,0.006152978897136194,0.0007168389387148721,198.0,1.0,26,0.0354085892211059,794.5756665533686,22440.19555796779,198,baseline,0.0344440078933759,0.0364006639238503,0.0007168389387148721,0.0006210418491732477,0.0006563212882885635,1.0,sampled,subcortical volume,F,Group differences,cross-sectional,True,
rhSurfaceHoles,,0.819559156362631,0.4537206684834914,0.23185981981285117,198.0,0.0,0,0.3832180769997184,4.463029518010438,11.646187343123996,198,baseline,0.3727786607548536,0.3939550469888859,0.23185981981285117,0.1969464197711611,0.2081343280168711,0.01853138728396278,sampled,subcortical volume,F,Group differences,cross-sectional,False,
lh-BrainSegVolNotVent,lh,13.853404846478462,0.00026049495427774065,2.958355339322291e-05,198.0,1.0,26,0.0254340503680745,2748.4335500323227,108061.18216555168,198,baseline,0.0247411899459776,0.0261466593285991,2.4236313947754945e-05,2.3576081602969122e-05,2.4915364835809192e-05,1.0,simulated,cortical volume,F,Group differences,cross-sectional,True,
rh-BrainSegVolNotVent,rh,13.853404846478462,0.00026049495427774065,2.958355339322291e-05,198.0,1.0,26,0.0254340503680745,2748.4335500323227,108061.18216555168,198,baseline,0.0247411899459776,0.0261466593285991,2.4236313947754945e-05,2.3576081602969122e-05,2.4915364835809192e-05,1.0,simulated,cortical volume,F,Group differences,cross-sectional,True,
lh-bankssts,lh,2.338784022127328,0.13309936779893217,0.03645347680956978,198.0,0.0,0,0.1741807583646439,81.50348956448927,467.92476005795857,198,baseline,0.1694358218714313,0.1790609393568704,0.04314768427033821,0.041972278768524184,0.04435659224967927,0.00851643406060702,simulated,cortical volume,F,Group differences,cross-sectional,False,
rh-bankssts,rh,1.734169180092509,0.20579752274442983,0.07837247556066833,198.0,0.0,0,0.1787403088564449,62.112330128578776,347.50040730020334,198,baseline,0.1738711635945697,0.1837482389287196,0.05981224313401373,0.05818287087813375,0.061488057241068934,0.00019059972786229144,simulated,cortical volume,F,Group differences,cross-sectional,False,
lh-caudalanteriorcingulate,lh,1.3231372066169544,0.2557156208600777,0.041532824274205335,198.0,0.0,0,0.1479180237533074,59.082949209859926,399.4303581853989,198,baseline,0.1438885222429188,0.1520623777836038,0.06075845078062435,0.0591033024560516,0.06246077564934485,7.739987923890756e-07,simulated,cortical volume,F,Group differences,cross-sectional,False,
rh-caudalanteriorcingulate,rh,21.129480212397688,8.442868673615194e-06,3.8407875143517024e-06,198.0,1.0,26,0.1231442691714339,58.06105941202434,471.48811554677616,198,baseline,0.1197896406682195,0.1265945143498016,4.076260185405109e-06,3.9652169456629385e-06,4.190468480643656e-06,1.0,simulated,cortical volume,F,Group differences,cross-sectional,True,
lh-caudalmiddlefrontal,lh,2.837071292186207,0.09780515117776144,0.026601466681117496,198.0,0.0,0,0.1251635401171438,126.47532084646706,1010.4805339326088,198,baseline,0.1217539037445761,0.1286703610492282,0.024215305729707107,0.023555645679251665,0.024893768011377007,0.010582849240107082,simulated,cortical volume,F,Group differences,cross-sectional,False,
rh-caudalmiddlefrontal,rh,0.21938952953191235,0.6599418640977736,0.10510273812327792,198.0,0.0,0,0.1332242021285834,135.3976447317759,1016.3141724136182,198,baseline,0.1295949816314739,0.136956865971804,0.095086948584666,0.09249664218915088,0.09775108625089571,6.225790207211036e-16,simulated,cortical volume,F,Group differences,cross-sectional,False,
lh-cuneus,lh,0.658552079146652,0.43195229991426987,0.09492503109665154,198.0,0.0,0,0.1170819346541779,64.51694482371408,551.0409869317261,198,baseline,0.1138924529361484,0.1203623258833643,0.06704942944108547,0.06522290573323673,0.06892801439025073,9.307206873526224e-17,simulated,cortical volume,F,Group differences,cross-sectional,False,
rh-cuneus,rh,1.5586476423271118,0.22008029439579602,0.04919737170711689,198.0,0.0,0,0.1224049013713863,76.52914269368031,625.2130579435271,198,baseline,0.1190704143194395,0.1258344310085087,0.04470509376428892,0.04348726216896086,0.04595763710427975,4.589539790562488e-08,simulated,cortical volume,F,Group differences,cross-sectional,False,
lh-eTIV,lh,5.582752669966903,0.019127772135261886,3.984343585182257e-05,198.0,1.0,26,0.0006775018545617,114.82821427547876,169487.675203119,198,baseline,0.0006590457213808,0.0006964840412503,3.394383443177297e-05,3.3019155149015126e-05,3.489486976514144e-05,1.0,simulated,cortical volume,F,Group differences,cross-sectional,True,
rh-eTIV,rh,5.582752669966903,0.019127772135261886,3.984343585182257e-05,198.0,1.0,26,0.0006775018545617,114.82821427547876,169487.675203119,198,baseline,0.0006590457213808,0.0006964840412503,3.394383443177297e-05,3.3019155149015126e-05,3.489486976514144e-05,1.0,simulated,cortical volume,F,Group differences,cross-sectional,True,
lh-entorhinal,lh,1.9291286880535954,0.20485442140425408,0.12220696074190018,198.0,0.038461538461538464,1,0.3637805212166657,135.59204688304243,372.7303661822083,198,baseline,0.3538706121839626,0.3739728914971259,0.11047100157516983,0.10746161126284604,0.11356616826947674,0.042162906911899986,simulated,cortical volume,F,Group differences,cross-sectional,False,
rh-entorhinal,rh,1.4580250880688248,0.2806535778050803,0.17557113789786472,198.0,0.0,0,0.3389892195252126,123.55064292637805,364.4677641944565,198,baseline,0.3297546615083993,0.3484869893203889,0.13017821942920946,0.12663197591878692,0.13382554120013856,0.0097323203742249,simulated,cortical volume,F,Group differences,cross-sectional,False,
lh-frontalpole,lh,2.6025081520624913,0.13859883637287038,0.10258572803996487,198.0,0.15384615384615385,4,0.3591808000050567,56.61336750232563,157.6180227382104,198,baseline,0.3493961940496882,0.3692442957058148,0.07805910395742618,0.07593266074709365,0.08024615698773718,0.10272709528323269,simulated,cortical volume,F,Group differences,cross-sectional,False,
rh-frontalpole,rh,3.9196336092090998,0.06647907636748283,0.057364739296634305,198.0,0.5769230769230769,15,0.3778968950366788,69.8161404919627,184.74917737862415,198,baseline,0.3676024355064392,0.3884847766229938,0.04282385791728445,0.04165727391501201,0.044023692958674185,0.4199853743619771,simulated,cortical volume,F,Group differences,cross-sectional,False,
lh-fusiform,lh,2.476428136289438,0.12704243706987167,0.05129894121598845,198.0,0.0,0,0.1570814574934679,197.54387595998244,1257.588763894663,198,baseline,0.1528023307571643,0.16148255179509,0.03634152340935264,0.03535152760118775,0.03735973697918674,0.004300877991648952,simulated,cortical volume,F,Group differences,cross-sectional,False,
rh-fusiform,rh,1.4802054124109059,0.23534842879005785,0.06512630739029997,198.0,0.0,0,0.156776669851862,200.1480391892401,1276.6442824583503,198,baseline,0.152505845972986,0.1611692246404564,0.05954273867353604,0.057920708110054266,0.06121100182859348,6.403829797067299e-06,simulated,cortical volume,F,Group differences,cross-sectional,False,
lh-inferiorparietal,lh,2.3661611901781563,0.1281758133651665,0.02517458327852109,198.0,0.0,0,0.0916726387815729,156.10730204368966,1702.8778064919054,198,baseline,0.0891753431372792,0.0942411146194866,0.022402284168084343,0.021792013454611302,0.023029949372932436,4.322683203746982e-06,simulated,cortical volume,F,Group differences,cross-sectional,False,
rh-inferiorparietal,rh,1.9635272856262609,0.1667068411036673,0.03386581151310699,198.0,0.0,0,0.0931063525084376,185.3137029692044,1990.3443532750423,198,baseline,0.0905700004227362,0.0957149980100032,0.027794185781626096,0.027037031847675017,0.02857292080620293,7.276515901229942e-09,simulated,cortical volume,F,Group differences,cross-sectional,False,
lh-inferiortemporal,lh,1.6122104999511637,0.2138252638512356,0.05669073933174565,198.0,0.0,0,0.1317339377064384,211.06583778240352,1602.2130777928437,198,baseline,0.1281453141736983,0.1354248474536577,0.04684453853533615,0.04556842536134999,0.04815702464859087,5.399748791206975e-07,simulated,cortical volume,F,Group differences,cross-sectional,False,
rh-inferiortemporal,rh,0.5464068952291048,0.47807285018659756,0.10632478661324583,198.0,0.0,0,0.1143040116045029,176.71507059998075,1546.0093492730853,198,baseline,0.1111902045395033,0.1175065712328158,0.06924165340859671,0.06735541034022614,0.07118165989385702,6.487515813242717e-19,simulated,cortical volume,F,Group differences,cross-sectional,False,
lh-insula,lh,10.634063747422102,0.00178632162327568,0.0013710281856885603,198.0,1.0,26,0.2065107121011975,154.73237218105652,749.2704402918926,198,baseline,0.2008850607761703,0.2122967108610466,0.0009030080228317735,0.0008784087745483994,0.0009283084212812162,1.0,simulated,cortical volume,F,Group differences,cross-sectional,True,
rh-insula,rh,8.085321545385112,0.008040981187883047,0.00812474465111937,198.0,1.0,26,0.2778051048648454,206.1979497364716,742.2395993651328,198,baseline,0.2702372908740807,0.285588623578587,0.004127013366328742,0.004014587536324754,0.004242643659675258,0.9999999303420387,simulated,cortical volume,F,Group differences,cross-sectional,True,
lh-isthmuscingulate,lh,2.808275086625847,0.09968203353914486,0.028987246412912462,198.0,0.0,0,0.126383228385466,59.49544980087592,470.7543125850223,198,baseline,0.1229403659354082,0.1299242224349451,0.02480263529722692,0.024126975537477335,0.02549755332646901,0.009361125048757246,simulated,cortical volume,F,Group differences,cross-sectional,False,
rh-isthmuscingulate,rh,0.8955164868070239,0.35337950269271257,0.06655222443199306,198.0,0.0,0,0.1411713067668144,55.793820761088185,395.2206864051202,198,baseline,0.1373255956127152,0.145126631880791,0.07180219818671452,0.06984620216472119,0.07381394578777448,4.479154323439279e-10,simulated,cortical volume,F,Group differences,cross-sectional,False,
lh-lateraloccipital,lh,0.4364587406494251,0.516258637888277,0.06580475743175565,198.0,0.0,0,0.0950445382047058,164.37498065622475,1729.452146973409,198,baseline,0.0924553871294537,0.0977074876206827,0.060837202081915995,0.05917990845767359,0.06254173339759012,2.2231531615589837e-27,simulated,cortical volume,F,Group differences,cross-sectional,False,
rh-lateraloccipital,rh,2.4319826756267298,0.1229832306971391,0.02400413831602313,198.0,0.0,0,0.0888939795987103,161.50901278913574,1816.872340716748,198,baseline,0.0864723786607824,0.0913846032108363,0.021024794009656057,0.020452048126038732,0.0216138648177909,5.795964845117684e-06,simulated,cortical volume,F,Group differences,cross-sectional,False,
lh-lateralorbitofrontal,lh,4.692292818211668,0.03378646528332225,0.012784770707904462,198.0,0.8846153846153846,23,0.1261469608276379,103.84426437315275,823.2006834872645,198,baseline,0.1227105346485427,0.1296813351537009,0.009775748399657117,0.00950944283430362,0.010049644448639294,0.938736210623374,simulated,cortical volume,F,Group differences,cross-sectional,True,
rh-lateralorbitofrontal,rh,6.787978475796776,0.011713874466084333,0.006327922745748142,198.0,1.0,26,0.2683952989180537,233.42805305238264,869.7173683494835,198,baseline,0.2610838216894559,0.2759151745259021,0.007474108195527173,0.0072705026476805315,0.007683517094030737,0.9992961972040727,simulated,cortical volume,F,Group differences,cross-sectional,True,
lh-lingual,lh,2.558481112310276,0.1141356399955699,0.02346690308388786,198.0,0.0,0,0.097284827985421,92.7368801260261,953.2512113802932,198,baseline,0.0946346481671798,0.1000105456411713,0.021609294192529424,0.02102062567615953,0.02221474147478917,0.0001220274267958236,simulated,cortical volume,F,Group differences,cross-sectional,False,
rh-lingual,rh,1.9064256919569214,0.17156219921112764,0.028669326285219142,198.0,0.0,0,0.1044500550912397,101.69557157216472,973.6287020943277,198,baseline,0.1016046840940429,0.107376527442601,0.032079292759113275,0.031205406295888024,0.032978087529769586,1.4858108765837245e-07,simulated,cortical volume,F,Group differences,cross-sectional,False,
lh-medialorbitofrontal,lh,0.8500759618028997,0.3954458057715612,0.1451072221396989,198.0,0.0,0,0.2305152714970621,158.35526100154894,686.9621260800811,198,baseline,0.2242357011573842,0.2369738278665482,0.11994015445448285,0.11667281068347218,0.12330062703175858,2.785445884235958e-05,simulated,cortical volume,F,Group differences,cross-sectional,False,
rh-medialorbitofrontal,rh,5.8327558047604375,0.020245906951598763,0.012688082776874308,198.0,0.9615384615384616,25,0.2103189891746084,141.25572144967737,671.6260952186575,198,baseline,0.204589594858498,0.2162116879027049,0.009326012694856072,0.009071958582407282,0.00958730808887095,0.9930872202941936,simulated,cortical volume,F,Group differences,cross-sectional,True,
lh-middletemporal,lh,1.2983528400070876,0.26474365335834044,0.061992171694654416,198.0,0.0,0,0.125183856478654,199.75725003933883,1595.710945950933,198,baseline,0.1217736666589315,0.1286912466327477,0.05206038654218466,0.050642186103318575,0.053519009820878004,1.5980501481198465e-09,simulated,cortical volume,F,Group differences,cross-sectional,False,
rh-middletemporal,rh,2.19183910627591,0.14362055676517108,0.02735509483315078,198.0,0.0,0,0.0939715628182081,152.38945699918548,1621.6550244459495,198,baseline,0.0914116411487498,0.0966044497052612,0.025041529095831263,0.024359361522511225,0.025743140430269963,5.058623652494397e-07,simulated,cortical volume,F,Group differences,cross-sectional,False,
lh-paracentral,lh,2.8042352327744697,0.10180648183063332,0.0380256051308703,198.0,0.0,0,0.1579696789669853,69.97383943394992,442.9574073425445,198,baseline,0.1536663557894484,0.1623956593788336,0.03106357746998894,0.030217360564453833,0.03193391402003559,0.026671485288427346,simulated,cortical volume,F,Group differences,cross-sectional,False,
rh-paracentral,rh,3.379489482478286,0.07005359839465454,0.01882548951823763,198.0,0.15384615384615385,4,0.1446638423832821,83.14032632660195,574.7139365089195,198,baseline,0.1407229894933447,0.1487170210494547,0.02140041537585025,0.02081743702140882,0.022000010310006736,0.1748548281995951,simulated,cortical volume,F,Group differences,cross-sectional,False,
lh-parahippocampal,lh,0.08926066995352834,0.8155351223877503,0.1386821589833364,198.0,0.0,0,0.2045386895192526,66.16677423323591,323.49270638603474,198,baseline,0.1989667589496198,0.2102694363258378,0.15584431713202052,0.15159889189353662,0.16021074934505528,2.8203665918841704e-06,simulated,cortical volume,F,Group differences,cross-sectional,False,
rh-parahippocampal,rh,0.20136017851988,0.7271392542031297,0.18661848404732462,198.0,0.0,0,0.2569307522482654,69.13190538297307,269.06824028667745,198,baseline,0.2499315858993673,0.2641294152074396,0.1850480409225087,0.18000706389028936,0.1902327004706559,4.980339717086194e-05,simulated,cortical volume,F,Group differences,cross-sectional,False,
lh-parsopercularis,lh,7.046235147442447,0.00915728774734228,0.0033420588154561485,198.0,1.0,26,0.1253979197651749,91.94295569420804,733.209576892376,198,baseline,0.1219818985510458,0.1289113075253867,0.003080451767566779,0.002996535793467566,0.0031667595911443885,0.9999999999995941,simulated,cortical volume,F,Group differences,cross-sectional,True,
rh-parsopercularis,rh,5.854688968795399,0.0178811691362697,0.007690815728626922,198.0,1.0,26,0.1773960971051967,107.55438681321245,606.2951134118365,198,baseline,0.1725635701210979,0.18236636517221,0.007782372650893739,0.0075703695321698,0.008000418475483651,0.9986420354254721,simulated,cortical volume,F,Group differences,cross-sectional,True,
lh-parsorbitalis,lh,2.7915592094564943,0.10525353057759558,0.04129926757628209,198.0,0.07692307692307693,2,0.1896818826185401,59.739809838707046,314.9473687945561,198,baseline,0.1845146730175014,0.1949963727310865,0.03753457509081274,0.03651207882441815,0.0385862154765206,0.04576933265441072,simulated,cortical volume,F,Group differences,cross-sectional,False,
rh-parsorbitalis,rh,9.63064989259988,0.002965601168290163,0.00230097635467009,198.0,1.0,26,0.1943779260459706,73.58622373265477,378.5729441070975,198,baseline,0.1890827894107306,0.1998239894854928,0.0013731705689738341,0.0013357634110001087,0.0014116439398140378,1.0,simulated,cortical volume,F,Group differences,cross-sectional,True,
lh-parstriangularis,lh,10.852851347185801,0.001292845152837377,0.0006071276773987938,198.0,1.0,26,0.124060284753811,77.30774584727953,623.146609736479,198,baseline,0.1206807026575248,0.1275361947752743,0.0004887539046443759,0.0004754395393831325,0.0005024477680637126,1.0,simulated,cortical volume,F,Group differences,cross-sectional,True,
rh-parstriangularis,rh,8.136411863030558,0.005469109678250752,0.003156038291784356,198.0,1.0,26,0.1649345915004672,119.27428241010064,723.1611108683818,198,baseline,0.1604415340034656,0.1695557142120595,0.0023905400856938973,0.002325418306471015,0.0024575180251453716,0.9999999999999997,simulated,cortical volume,F,Group differences,cross-sectional,True,
lh-pericalcarine,lh,0.7271236204568194,0.40342804528854204,0.06924012917046218,198.0,0.0,0,0.1354313413268199,63.103631419818456,465.94555441593207,198,baseline,0.1317419951566703,0.1392258445997431,0.07493957681016149,0.0728981140439469,0.07703922720638279,4.5669301954352275e-12,simulated,cortical volume,F,Group differences,cross-sectional,False,
rh-pericalcarine,rh,1.7356647316980938,0.1975732595606223,0.05421731767609056,198.0,0.0,0,0.1404774020149742,72.6746880263017,517.340774984968,198,baseline,0.1366505938327689,0.1444132853673457,0.04697323739783995,0.04569361828017173,0.048289329384374885,8.07685422291208e-06,simulated,cortical volume,F,Group differences,cross-sectional,False,
lh-postcentral,lh,3.8222565456561957,0.053933070397857365,0.014835872019742622,198.0,0.46153846153846156,12,0.1039777943113013,129.98089062228314,1250.0831690382909,198,baseline,0.1011452883827268,0.106891034902144,0.012362249589943532,0.012025483980652021,0.012708613999172374,0.4003816555883971,simulated,cortical volume,F,Group differences,cross-sectional,False,
rh-postcentral,rh,0.43604634676646964,0.5191310926834529,0.07505654328945817,198.0,0.0,0,0.1364704136924596,165.73562189112022,1214.4436102070492,198,baseline,0.132752761683978,0.1402940296024843,0.08737161839631415,0.08499148878560359,0.08981958862770513,4.505753087269898e-14,simulated,cortical volume,F,Group differences,cross-sectional,False,
lh-posteriorcingulate,lh,11.743142270482075,0.0008303204608811957,0.0003683597120812636,198.0,1.0,26,0.1462960350912535,63.29736102694893,432.66627825878254,198,baseline,0.1423107189045851,0.1503949443875134,0.000377465769380743,0.00036718305433868474,0.00038804157172678434,1.0,simulated,cortical volume,F,Group differences,cross-sectional,True,
rh-posteriorcingulate,rh,11.677504711996223,0.0009060107484741857,0.0005262337346250026,198.0,1.0,26,0.132675310945911,67.35949196461593,507.7017832811186,198,baseline,0.1290610430407405,0.1363925960048064,0.00035315081813158054,0.0003435304776284553,0.00036304536633665236,1.0,simulated,cortical volume,F,Group differences,cross-sectional,True,
lh-precentral,lh,3.0262953669497747,0.08556455657364889,0.018008266388265474,198.0,0.0,0,0.1068969662200469,159.70084586795454,1493.9698619623214,198,baseline,0.1039849378146512,0.1098919959097308,0.018831418228519355,0.018318423082497606,0.019359035229147507,0.016399928041355837,simulated,cortical volume,F,Group differences,cross-sectional,False,
rh-precentral,rh,1.5989106426997788,0.21557696433758344,0.05656420074842768,198.0,0.0,0,0.1539680336965444,238.8950058558024,1551.5883402566562,198,baseline,0.1497737211402431,0.1582818963672037,0.055115166097192546,0.053613749032532874,0.056659377917695916,1.582989566486116e-05,simulated,cortical volume,F,Group differences,cross-sectional,False,
